gene name	annotation
TRAF5	gene
MRPL22	gene
GEMIN5	gene
OPRK1	gene
NFE2L1	gene
SEMA5B	gene
GSK3B	gene
ITGB5	gene
ERC1	gene
XPO1	gene
LINC01587	gene
RNF13	gene
TRPM3	gene
PALB2	gene
DOPEY1	gene
LYRM2	gene
BCKDHB	gene
KAT6A	gene
ZCCHC6	gene
ULK2	gene
GRHL2	gene
TNPO1	gene
PLOD1	gene
P2RX5	gene
ITGAE	gene
DIS3	gene
PIBF1	gene
TDRD3	gene
AC000111.6	gene
NUFIP1	gene
PDS5B	gene
OXCT1	gene
RRAGB	gene
EPYC	gene
CYLD	gene
SLC27A5	gene
ZNF324	gene
ZNF671	gene
ZNF416	gene
ZNF586	gene
ZNF446	gene
ZNF264	gene
RPS5	gene
FAT1	gene
YTHDC1	gene
CHMP2B	gene
SMAP2	gene
PPIE	gene
ZMPSTE24	gene
STARD7	gene
NOA1	gene
REST	gene
HAL	gene
SSH1	gene
GSTP1	gene
APLP2	gene
FAM234B	gene
SLCO1A2	gene
WBP11	gene
EIF3I	gene
NKAIN1	gene
COL16A1	gene
TXLNA	gene
APOB	gene
NCOA1	gene
AGBL5	gene
EFR3B	gene
KIF3C	gene
RAB10	gene
GCKR	gene
HADHA	gene
MAPRE3	gene
CAD	gene
CD59	gene
CD82	gene
BCORL1	gene
ATRX	gene
AK6	gene
FCN1	gene
MYNN	gene
MECOM	gene
SCAMP1	gene
PREP	gene
HACE1	gene
SEH1L	gene
WDR47	gene
WDFY1	gene
OVGP1	gene
SLC25A24	gene
MAP3K4	gene
PILRA	gene
IGSF9	gene
ABCB1	gene
ZNF213	gene
AKR1B1	gene
CPNE3	gene
RRN3	gene
CTTN	gene
WNT11	gene
MTIF2	gene
DDHD2	gene
TTC39A	gene
EPS15	gene
ORC1	gene
MGST2	gene
CHERP	gene
ATG16L1	gene
USP40	gene
POMGNT1	gene
RAD54L	gene
MAST2	gene
DNAJA1	gene
B4GALT1	gene
CHMP5	gene
NFX1	gene
AQP6	gene
DIMT1	gene
IPO11	gene
FOLH1	gene
EIF2AK1	gene
NME8	gene
EPDR1	gene
SNX10	gene
SEPHS1	gene
MRPL28	gene
HBQ1	gene
ITPKC	gene
CEACAM6	gene
FAT2	gene
RBM22	gene
TMED2	gene
ERO1B	gene
ZFAND6	gene
HSD17B2	gene
TXLNG	gene
PPEF1	gene
LAT2	gene
HUWE1	gene
ZW10	gene
ALG9	gene
MYBPC2	gene
NOX4	gene
ACOX3	gene
MTMR2	gene
PPP1R15A	gene
HSD17B14	gene
TRIP6	gene
ACHE	gene
FTL	gene
SRRT	gene
BAX	gene
NLK	gene
PIGS	gene
ADAMTS2	gene
TMPRSS11E	gene
ATXN7L3	gene
PGS1	gene
PSMC5	gene
UIMC1	gene
CETP	gene
MMP2	gene
MT3	gene
LPCAT2	gene
GNAO1	gene
OGFOD1	gene
SH3BP2	gene
NOP14	gene
ADD1	gene
L2HGDH	gene
TXNDC16	gene
C14orf166	gene
NID2	gene
GMCL1	gene
SF3B2	gene
KLHL42	gene
GNAS	gene
DNM1L	gene
PTHLH	gene
PHACTR3	gene
ERGIC2	gene
TFAP2C	gene
AURKA	gene
CASS4	gene
PIR	gene
AAMDC	gene
RFX2	gene
METTL2A	gene
SULT2B1	gene
ALG6	gene
CNOT3	gene
GP6	gene
PTPN4	gene
DDX18	gene
KHSRP	gene
GNA11	gene
ASAP3	gene
EDEM2	gene
DNMT3B	gene
REM1	gene
TPX2	gene
FER1L4	gene
PDRG1	gene
EPB41L1	gene
SLC15A1	gene
DOCK9	gene
ANKRD10	gene
TGDS	gene
DOCK3	gene
C3orf18	gene
COQ9	gene
TMEM40	gene
KIF9	gene
ARHGAP28	gene
CRLS1	gene
DEFB127	gene
PPP1R13B	gene
ATRN	gene
SMOX	gene
SIGLEC1	gene
FKBP1A	gene
NSFL1C	gene
SLC4A11	gene
C20orf194	gene
ZNF343	gene
EBF4	gene
CPXM1	gene
MAVS	gene
LZTS3	gene
F11	gene
XRN2	gene
KIZ	gene
DYNLL1	gene
TESC	gene
SNX5	gene
RPL6	gene
SIRPG	gene
MAPKAPK5	gene
P2RX7	gene
ESF1	gene
RBBP9	gene
ANAPC5	gene
SLC23A2	gene
SLC8B1	gene
TMEM230	gene
DZANK1	gene
KDM2B	gene
CFAP61	gene
LHX5	gene
TASP1	gene
OAS1	gene
GCN1	gene
RPLP0	gene
PXN	gene
SIRT4	gene
RPH3A	gene
KIF16B	gene
TRMT6	gene
CHGB	gene
PEBP1	gene
TBX5	gene
BRAP	gene
ERP29	gene
NOS1	gene
FUS	gene
IGBP1	gene
FXYD5	gene
ZNF302	gene
GRAMD1A	gene
FXYD3	gene
HEPH	gene
CDIP1	gene
CMTM1	gene
KCNH4	gene
GANAB	gene
GMIP	gene
RBM41	gene
BIRC5	gene
LAG3	gene
MLF2	gene
OTUB2	gene
DDX24	gene
ZBTB25	gene
NECAP1	gene
ARHGAP4	gene
ANKRD24	gene
DHX32	gene
RCOR1	gene
GPATCH2L	gene
LTBP4	gene
BLVRB	gene
SLC9A1	gene
SPTLC1	gene
PAPOLA	gene
CCNK	gene
PCBP4	gene
RGS1	gene
YPEL3	gene
MRPS33	gene
NDUFB2	gene
NUDC	gene
MAEA	gene
ICAM1	gene
STRN4	gene
IRAK3	gene
LYZ	gene
SI	gene
MUL1	gene
TFAP4	gene
PDCD7	gene
SPG21	gene
FETUB	gene
DNAJB11	gene
P3H2	gene
THPO	gene
CHRD	gene
FLT3LG	gene
RAB11FIP3	gene
GNPTG	gene
ZNF268	gene
GOLGA3	gene
PABPC4	gene
CD209	gene
CERS4	gene
MCOLN1	gene
USP48	gene
EFNB1	gene
PDPR	gene
AARS	gene
GLG1	gene
KIF4A	gene
TNRC6A	gene
PLEKHG2	gene
DLL3	gene
NAT14	gene
PITPNM2	gene
EXOC1	gene
RBM27	gene
POU4F3	gene
OSBPL8	gene
DTX2	gene
NLRC4	gene
PUS7	gene
LAMB4	gene
NRCAM	gene
LAMB1	gene
SLC26A4	gene
SLC26A3	gene
DLD	gene
WDR7	gene
TXNL1	gene
IL5RA	gene
ABCC6	gene
CMTM6	gene
ITGA6	gene
RAPGEF4	gene
AC013461.1	gene
SMPX	gene
FH	gene
SEL1L3	gene
TF	gene
CDV3	gene
MYO15A	gene
ALKBH5	gene
APOH	gene
NLRP1	gene
PITPNM3	gene
SPAG7	gene
ORC6	gene
ZFHX4	gene
SLC17A6	gene
CPA1	gene
ZC3HC1	gene
ESR1	gene
RGS17	gene
ANGPT2	gene
TMEM101	gene
CD200	gene
CCDC80	gene
CMA1	gene
PSME1	gene
PPP2R3C	gene
HAUS4	gene
JPH4	gene
MYH7	gene
CEBPE	gene
SLC7A8	gene
OSGEP	gene
SLC22A17	gene
RNF31	gene
SCFD1	gene
G2E3	gene
HECTD1	gene
HNRNPC	gene
RPGRIP1	gene
SUPT16H	gene
TOX4	gene
GEMIN2	gene
TGM1	gene
TINF2	gene
DAZL	gene
TBL1Y	gene
SEMA6A	gene
TRPM7	gene
TYRO3	gene
WDR76	gene
CAPN3	gene
SNAP23	gene
TBX15	gene
PHGDH	gene
COL9A3	gene
EZR	gene
MYL6	gene
AGO1	gene
TEKT2	gene
CLSPN	gene
RFFL	gene
UNC13D	gene
MFSD11	gene
DPYSL2	gene
TGFB2	gene
GPATCH2	gene
NUP50	gene
CDC45	gene
COMT	gene
CECR1	gene
XXbac-B461K10.4	gene
VNN3	gene
ECHDC1	gene
LRRFIP2	gene
SEC22C	gene
XYLB	gene
HDAC6	gene
OR1I1	gene
GABRP	gene
KRT31	gene
CDC6	gene
UPRT	gene
CDC23	gene
AAAS	gene
CBX5	gene
FMO2	gene
SUCO	gene
MSH2	gene
MAP3K1	gene
DHPS	gene
HOOK2	gene
NXPE1	gene
ARCN1	gene
EPB41L4B	gene
TMEM38B	gene
PSMD5	gene
PTGS1	gene
NUP188	gene
CRAT	gene
SH2D3C	gene
NANS	gene
TBC1D2	gene
WHRN	gene
PDE6C	gene
CWF19L1	gene
SEMA4G	gene
BTAF1	gene
IKZF5	gene
BLNK	gene
TLL2	gene
CYP26A1	gene
TDRD1	gene
SORBS1	gene
CRTAC1	gene
BAMBI	gene
IL11	gene
MYO3A	gene
WAC	gene
CREM	gene
NUBP2	gene
TPSD1	gene
SMIM24	gene
HIVEP1	gene
TREM2	gene
KCNK16	gene
CRISP3	gene
FKBP5	gene
SRPK1	gene
BRPF3	gene
MRPS18A	gene
PGC	gene
TMEM14A	gene
EFHC1	gene
NCR2	gene
HSP90AB1	gene
MLN	gene
CDC5L	gene
ITPR3	gene
ZNF184	gene
DSP	gene
SIRT1	gene
HNRNPH3	gene
IFT74	gene
JAK2	gene
IL12RB1	gene
ABL1	gene
ACOT7	gene
SH3GLB1	gene
CDC7	gene
SYDE2	gene
PCSK5	gene
SCD	gene
TMED1	gene
ABLIM1	gene
ERMP1	gene
RAB18	gene
NRP1	gene
HSD17B7P2	gene
PRTFDC1	gene
PALMD	gene
TSPAN15	gene
H2AFY2	gene
FAM21A	gene
MAST3	gene
MZF1	gene
OCEL1	gene
MYO9B	gene
KCNK6	gene
CATSPERG	gene
PSMD8	gene
FBXL19	gene
STX1B	gene
HSD3B7	gene
SETD1A	gene
BCL7C	gene
MAGEB2	gene
EFNA2	gene
CIRBP	gene
ATP5D	gene
CBARP	gene
PCDH11Y	gene
AMELY	gene
PRKY	gene
IGFALS	gene
HNRNPM	gene
MARCH2	gene
NDUFB7	gene
TECR	gene
TIMM13	gene
CDC34	gene
MTAP	gene
MISP	gene
CEP170B	gene
POLR2E	gene
POLRMT	gene
HCN2	gene
CDHR5	gene
IZUMO4	gene
RASSF7	gene
GADD45B	gene
PALM	gene
MADCAM1	gene
IGF2-AS	gene
MKNK2	gene
ARVCF	gene
TRMT2A	gene
RANBP1	gene
ZDHHC8	gene
KLHL22	gene
MED15	gene
SERPIND1	gene
SNAP29	gene
CRKL	gene
LZTR1	gene
MMP11	gene
CECR2	gene
SMARCB1	gene
P2RX6	gene
DERL3	gene
SLC7A4	gene
BCL2L13	gene
DDTL	gene
DDT	gene
GSTT2	gene
OSM	gene
CABIN1	gene
TBC1D10A	gene
SUSD2	gene
SF3A1	gene
GGT5	gene
RNF215	gene
SEC14L2	gene
SEC14L3	gene
SPECC1L	gene
PPIL2	gene
UPB1	gene
YPEL1	gene
SNRPD3	gene
PES1	gene
MAPK1	gene
GGT1	gene
PRODH	gene
PPM1F	gene
SLC35E4	gene
TOP3B	gene
CRYBB3	gene
CYTH4	gene
DGCR14	gene
CRYBB2P1	gene
MFNG	gene
CARD10	gene
LRP5L	gene
SLC25A1	gene
GRK3	gene
PLA2G3	gene
LGALS2	gene
GGA1	gene
HIRA	gene
SH3BP1	gene
SEZ6L	gene
LGALS1	gene
HPS4	gene
PIK3IP1	gene
RP1-37E16.12	gene
SRRD	gene
PATZ1	gene
TRIOBP	gene
TFIP11	gene
GCAT	gene
GGTLC2	gene
CRYBB1	gene
ANKRD54	gene
EIF3L	gene
SNU13	gene
MICALL1	gene
POLR2F	gene
SOX10	gene
CCDC134	gene
DEPDC5	gene
PICK1	gene
TTC28	gene
SLC16A8	gene
CENPM	gene
SEPT3	gene
SLC5A1	gene
TPTEP1	gene
SLC5A4	gene
KDELR3	gene
CYP2D6	gene
DDX17	gene
DMC1	gene
TCF20	gene
HSCB	gene
CBY1	gene
TOMM22	gene
RSPH14	gene
XBP1	gene
RTCB	gene
JOSD1	gene
FBXO7	gene
GTPBP1	gene
POLDIP3	gene
RAB36	gene
TIMP3	gene
PPP6R2	gene
SBF1	gene
SUN2	gene
CYB5R3	gene
DNAL4	gene
C22orf31	gene
MIOX	gene
LMF2	gene
RHBDD3	gene
PACSIN2	gene
TTLL1	gene
RASL10A	gene
AP1B1	gene
HMGXB4	gene
TOM1	gene
NEFH	gene
CHKB	gene
BIK	gene
HMOX1	gene
MCAT	gene
THOC5	gene
MCM5	gene
APOBEC3H	gene
ARSA	gene
TSPO	gene
RASD2	gene
TTLL12	gene
CBX7	gene
PDGFB	gene
ACR	gene
CABP7	gene
RPL3	gene
ZMAT5	gene
RBFOX2	gene
SYNGR1	gene
TAB1	gene
ASCC2	gene
MTMR3	gene
MIEF1	gene
APOL4	gene
PNPLA5	gene
APOL1	gene
PNPLA3	gene
MYH9	gene
CACNA1I	gene
SAMM50	gene
TXN2	gene
FOXRED2	gene
GRAP2	gene
EIF3D	gene
TNRC6B	gene
SGSM3	gene
IFT27	gene
PVALB	gene
KIAA0930	gene
NCF4	gene
CSF2RB	gene
SLC25A17	gene
UPK3A	gene
FAM118A	gene
KCTD17	gene
ST13	gene
IL2RB	gene
RBX1	gene
EP300	gene
L3MBTL2	gene
CHADL	gene
RANGAP1	gene
ZC3H7B	gene
PHF5A	gene
ACO2	gene
POLR3H	gene
TRMU	gene
PMM1	gene
DESI1	gene
CERK	gene
BRD1	gene
ZBED4	gene
MLC1	gene
HDAC10	gene
KCNK10	gene
ABHD4	gene
KHNYN	gene
FKBP3	gene
SDR39U1	gene
CTSG	gene
GZMH	gene
GZMB	gene
RBM23	gene
PRMT5	gene
COCH	gene
AP4S1	gene
POLE2	gene
VCPKMT	gene
SOS2	gene
CDKL1	gene
NIN	gene
PYGL	gene
TRIM9	gene
PSMC6	gene
GNPNAT1	gene
DDHD1	gene
CDKN3	gene
CNIH1	gene
CGRRF1	gene
ATP6V1D	gene
C14orf105	gene
PLEK2	gene
PIGH	gene
LRRC74A	gene
PSMA3	gene
VTI1B	gene
TIMM9	gene
GSTZ1	gene
KIAA0586	gene
TMED8	gene
SAMD15	gene
AHSA1	gene
DAAM1	gene
ISM2	gene
SPTLC2	gene
RIN3	gene
LGMN	gene
ALKBH1	gene
SNW1	gene
CHGA	gene
ITPK1	gene
DHRS7	gene
PPM1A	gene
SIX4	gene
GALNT16	gene
ASB2	gene
CEP128	gene
ERH	gene
HIF1A	gene
SUSD6	gene
SRSF5	gene
SLC10A1	gene
EIF5	gene
SERPINA4	gene
SLC8A3	gene
DICER1	gene
ZFYVE21	gene
MTHFD1	gene
TCL1A	gene
ZC3H14	gene
TELO2	gene
PCNX1	gene
BDKRB1	gene
GSKIP	gene
VRK1	gene
PSMC1	gene
PAPLN	gene
RPS6KA5	gene
PPP4R3A	gene
C14orf93	gene
PSMB5	gene
YY1	gene
ACIN1	gene
CCNB1IP1	gene
TRIP11	gene
APEX1	gene
PABPN1	gene
EFS	gene
ARHGAP5	gene
CINP	gene
DHRS2	gene
SRP54	gene
CPNE6	gene
CHD8	gene
PCK2	gene
KIAA0391	gene
DCAF11	gene
PSMA6	gene
NFKBIA	gene
EMC9	gene
PSME2	gene
BRMS1L	gene
REC8	gene
TM9SF1	gene
SEC23A	gene
GMPR2	gene
PNN	gene
RABGGTA	gene
NFATC4	gene
PLTP	gene
PCIF1	gene
GSS	gene
MMP9	gene
VSX1	gene
TRPC4AP	gene
PYGB	gene
ABHD12	gene
PROCR	gene
GINS1	gene
NINL	gene
CD40	gene
UQCC1	gene
ZMYND8	gene
SGK2	gene
IFT52	gene
MYBL2	gene
R3HDML	gene
HNF4A	gene
NDRG3	gene
SLA2	gene
C20orf24	gene
NFATC2	gene
RIMS4	gene
PABPC1L	gene
STK4	gene
SALL4	gene
ADNP	gene
PFDN4	gene
DOK5	gene
CSTF1	gene
BMP7	gene
RAE1	gene
TPD52L2	gene
DNAJC5	gene
NELFCD	gene
CTSZ	gene
PRPF6	gene
TUBB1	gene
PRELID3B	gene
HRH3	gene
MTG2	gene
PSMA7	gene
SLCO4A1	gene
NTSR1	gene
MRGBP	gene
TCFL5	gene
DIDO1	gene
GID8	gene
SLC17A9	gene
BIRC7	gene
NKAIN4	gene
ARFGAP1	gene
AVP	gene
COL20A1	gene
CHRNA4	gene
EEF1A2	gene
PTK6	gene
GMEB2	gene
C20orf27	gene
SPEF1	gene
CDC25B	gene
ISM1	gene
RNF24	gene
ARFRP1	gene
NDUFAF5	gene
SEL1L2	gene
TRIB3	gene
RASSF2	gene
CSNK2A1	gene
SLC52A3	gene
RPS10P5	gene
ANGPT4	gene
RSPO4	gene
CDS2	gene
PROKR2	gene
HM13	gene
SNPH	gene
MYLK2	gene
SIRPB1	gene
SEC23B	gene
FERMT1	gene
HAO1	gene
PDYN	gene
CCM2L	gene
PLCB4	gene
MYL9	gene
HCK	gene
TM9SF4	gene
TLDC2	gene
CRNKL1	gene
POFUT1	gene
SAMHD1	gene
PAK5	gene
KIF3B	gene
MROH8	gene
NOP56	gene
MANBAL	gene
IDH3B	gene
MAPRE1	gene
JAG1	gene
CDK5RAP1	gene
SNTA1	gene
OXT	gene
TTI1	gene
E2F1	gene
RPRD1B	gene
PXMP4	gene
CHMP4B	gene
BPI	gene
CST9L	gene
SLC32A1	gene
CST3	gene
ASIP	gene
CST4	gene
ACTR5	gene
WFDC2	gene
AHCY	gene
PPP1R16B	gene
SPINT3	gene
FAM83D	gene
EPPIN	gene
DHX35	gene
DNTTIP1	gene
MAP1LC3A	gene
SYNDIG1	gene
PIGU	gene
TNNC2	gene
ACOT8	gene
APMAP	gene
CELF4	gene
ZNF516	gene
CDH20	gene
ADNP2	gene
RBFA	gene
USP14	gene
VAPA	gene
METTL4	gene
LPIN2	gene
SMCHD1	gene
MYOM1	gene
MYL12A	gene
CEP76	gene
ST8SIA5	gene
CEP192	gene
RNMT	gene
SMAD7	gene
LIPG	gene
LAMA1	gene
RNF125	gene
ANKRD12	gene
NOL4	gene
POLI	gene
MIB1	gene
RBBP8	gene
RIOK3	gene
CSTF2	gene
H2BFM	gene
MXRA5	gene
VSIG1	gene
PSMD10	gene
ATG4A	gene
STS	gene
TBL1X	gene
GPR143	gene
PGRMC1	gene
POLA1	gene
MID1	gene
NKAP	gene
RHOXF1	gene
NXT2	gene
GUCY2F	gene
ATP1B4	gene
MCTS2P	gene
ALG13	gene
PRPS2	gene
TLR8	gene
MOSPD1	gene
AMMECR1	gene
CHRDL1	gene
WDR13	gene
SUV39H1	gene
PAGE4	gene
SRPX	gene
GLRA2	gene
XIAP	gene
STAG2	gene
ATP11C	gene
MCF2	gene
F9	gene
ABCD1	gene
CCDC22	gene
CACNA1F	gene
SYP	gene
PLP2	gene
BMX	gene
LUZP4	gene
PLS3	gene
NAA10	gene
RENBP	gene
ELF4	gene
SMARCA1	gene
MTMR8	gene
ASB9	gene
ZC3H12B	gene
RBBP7	gene
PPP1R2P9	gene
KCND1	gene
OPN1LW	gene
SLC25A14	gene
FMR1	gene
PIM2	gene
SCML2	gene
SLC35A2	gene
PQBP1	gene
RS1	gene
PCSK1N	gene
EMD	gene
TAZ	gene
RAB40AL	gene
PGK1	gene
GATA1	gene
MAGT1	gene
SMS	gene
PHEX	gene
UBL4A	gene
CD99L2	gene
EEA1	gene
GPR50	gene
RP2	gene
JADE3	gene
CDK16	gene
USP11	gene
PCYT1B	gene
BRS3	gene
HTATSF1	gene
VGLL1	gene
CD40LG	gene
TIMP1	gene
KLHL4	gene
GABRE	gene
PCDH11X	gene
FGD1	gene
PIN4	gene
PORCN	gene
ITIH6	gene
MAGED2	gene
RBM3	gene
KLF8	gene
SRPX2	gene
SYTL4	gene
ZDHHC15	gene
CENPI	gene
DRP2	gene
TAF7L	gene
PBDC1	gene
GLA	gene
ARMCX3	gene
BEX4	gene
RUBCNL	gene
NALCN	gene
FGF14	gene
HTR2A	gene
NDFIP2	gene
TNFSF13B	gene
FNDC3A	gene
MLNR	gene
CDADC1	gene
CAB39L	gene
KLF5	gene
STK24	gene
ACP5	gene
DNAJC3	gene
UGGT2	gene
ARHGEF7	gene
FGF9	gene
SGCG	gene
PARP4	gene
SUPT20H	gene
MRPS31	gene
SLC25A15	gene
KPNA3	gene
FLT1	gene
RGCC	gene
VWA8	gene
DGKH	gene
KATNAL1	gene
INTS6	gene
ACOD1	gene
DHRS12	gene
MEDAG	gene
TSC22D1	gene
CLN5	gene
OLFM4	gene
MSLN	gene
MGRN1	gene
ZNF629	gene
TRADD	gene
HSF4	gene
CORO1A	gene
MAPK3	gene
GDPD3	gene
ELMO3	gene
MT4	gene
PHKB	gene
LYRM1	gene
NUTF2	gene
NUP93	gene
CENPT	gene
TSNAXIP1	gene
NFAT5	gene
LONP2	gene
N4BP1	gene
CBLN1	gene
ARL2BP	gene
PLLP	gene
ZNF423	gene
CCL22	gene
DHODH	gene
CCL17	gene
CTCF	gene
ACD	gene
POLR2C	gene
PARD6A	gene
ZNF821	gene
MMP15	gene
USB1	gene
CYB5B	gene
CCDC113	gene
PRSS54	gene
NME3	gene
NDRG4	gene
PSMD7	gene
SETD6	gene
SLC38A7	gene
VAC14	gene
HAS3	gene
TANGO6	gene
COG4	gene
SMPD3	gene
SLC7A6OS	gene
SLC7A6	gene
PLA2G15	gene
ESRP2	gene
FA2H	gene
WDR59	gene
MON1B	gene
CMC2	gene
AXIN1	gene
HCFC1R1	gene
NPRL3	gene
MLYCD	gene
MPG	gene
NECAB2	gene
HSDL1	gene
TAF1C	gene
NAGPA	gene
WFDC1	gene
SEC14L5	gene
COTL1	gene
USP10	gene
CRISPLD2	gene
TSC2	gene
ZNF500	gene
RP11-723C11.2	gene
NME4	gene
ABCC1	gene
NOMO3	gene
LMF1	gene
FOXF1	gene
NARFL	gene
MTHFSD	gene
CLCN7	gene
HAGHL	gene
FAM173A	gene
SLC7A5	gene
METRN	gene
FBXO31	gene
STUB1	gene
RHBDL1	gene
NUBP1	gene
UBE2I	gene
ZP2	gene
MEFV	gene
CRYM	gene
EEF2K	gene
CAPN15	gene
PIEZO1	gene
GSPT1	gene
ZNF174	gene
CLUAP1	gene
UBFD1	gene
PRSS33	gene
EARS2	gene
TCEB2	gene
GGA2	gene
AQP8	gene
CPPED1	gene
USP31	gene
HMOX2	gene
DNAJA3	gene
CORO7-PAM16	gene
BFAR	gene
SALL1	gene
TOX3	gene
RRN3P2	gene
RBL2	gene
QPRT	gene
XYLT1	gene
PYCARD	gene
RPGRIP1L	gene
MAZ	gene
STX4	gene
CDIPT	gene
BCKDK	gene
KAT8	gene
NOMO1	gene
IL21R	gene
SYT17	gene
TMC5	gene
CCP110	gene
C16orf62	gene
SLC6A2	gene
RNF40	gene
KNOP1	gene
AQP9	gene
AAGAB	gene
IQCH	gene
LACTB	gene
CORO2B	gene
CSK	gene
HERC1	gene
TRIP4	gene
MTFMT	gene
RASL12	gene
AP3B2	gene
ACSBG1	gene
IGDCC4	gene
RAB11A	gene
CTSH	gene
GOLGA8UP	gene
TTC23	gene
CD276	gene
FAH	gene
CEMIP	gene
RPAP1	gene
HOMER2	gene
EHD4	gene
TMEM87A	gene
ZNF106	gene
CEP152	gene
ATP8B4	gene
OCA2	gene
DTWD1	gene
TGM5	gene
FAM189A1	gene
GABPB1	gene
TJP1	gene
BMF	gene
DMXL2	gene
SCG3	gene
DNAJC17	gene
EIF3J	gene
SPG11	gene
RHOV	gene
VPS18	gene
OIP5	gene
SLC30A4	gene
BLOC1S6	gene
MYEF2	gene
SGK3	gene
PDGFRL	gene
CSPP1	gene
ZDHHC2	gene
BRF2	gene
TRIM35	gene
ZFAND1	gene
RP1	gene
CA2	gene
FZD3	gene
INTS9	gene
RIPK2	gene
EYA1	gene
NBN	gene
TRPA1	gene
CPQ	gene
DECR1	gene
CALB1	gene
IMPAD1	gene
SFRP1	gene
LAPTM4B	gene
UBE2W	gene
POP1	gene
NIPAL2	gene
IKBKB	gene
PLAT	gene
JPH1	gene
DKK4	gene
STK3	gene
GDAP1	gene
RAB2A	gene
EIF3E	gene
EMC2	gene
ESRP1	gene
WISP1	gene
NDRG1	gene
ZC2HC1A	gene
IL7	gene
STMN2	gene
ARMC1	gene
TRPS1	gene
SPAG1	gene
CHRAC1	gene
NCALD	gene
SNX16	gene
GML	gene
UBR5	gene
GSDMD	gene
TSTA3	gene
PYCRL	gene
EEF1D	gene
ANXA13	gene
SQLE	gene
SH2D4A	gene
INTS10	gene
ERI1	gene
SLC39A14	gene
MTMR9	gene
LEPROTL1	gene
DCTN6	gene
R3HCC1	gene
GSR	gene
TNFRSF10A	gene
UBXN8	gene
PPP2CB	gene
ERICH1	gene
NEFM	gene
TUSC3	gene
ARHGEF10	gene
KLHDC4	gene
MCM4	gene
ADAM2	gene
KCTD9	gene
FGL1	gene
ASAH1	gene
BNIP3L	gene
MAN2B1	gene
KCNN4	gene
TULP2	gene
NUCB1	gene
DHDH	gene
GYS1	gene
MAP4K1	gene
CGB2	gene
ECH1	gene
HNRNPL	gene
NFKBIB	gene
LHB	gene
CGB3	gene
TUBB4A	gene
SARS2	gene
KCNA7	gene
SNRNP70	gene
CLPTM1	gene
RELB	gene
CLASRP	gene
LIN7B	gene
PPP1R37	gene
FCGRT	gene
PIH1D1	gene
CKM	gene
ARHGEF18	gene
PPP1R13L	gene
PEX11G	gene
ERCC2	gene
DOT1L	gene
PLEKHJ1	gene
SLC17A7	gene
RNASEH2A	gene
KLC3	gene
CD37	gene
SF3A2	gene
AMH	gene
DKKL1	gene
LYL1	gene
OAZ1	gene
TRMT1	gene
STX10	gene
RETN	gene
FCER2	gene
DMPK	gene
CLEC4M	gene
RSPH6A	gene
TBC1D17	gene
IL4I1	gene
TLE6	gene
CCDC130	gene
PTOV1	gene
AES	gene
NOVA2	gene
SGTA	gene
KIR3DX1	gene
LILRB1	gene
MED25	gene
LILRA1	gene
SNAPC2	gene
C19orf53	gene
TIMM44	gene
CCDC61	gene
IL27RA	gene
ASF1B	gene
TNNT1	gene
VRK3	gene
FAM32A	gene
PPP6R1	gene
C19orf44	gene
MED26	gene
OLFM2	gene
RASAL3	gene
AKAP8	gene
EPHX3	gene
ILVBL	gene
ZNF419	gene
SYDE1	gene
CASP14	gene
SLC1A6	gene
AURKC	gene
POP4	gene
CCNE1	gene
URI1	gene
PDCD5	gene
ANKRD27	gene
RPS16	gene
TIMM50	gene
LGALS13	gene
FBL	gene
DYRK1B	gene
CLC	gene
CNTD2	gene
GPI	gene
AKT2	gene
PLD3	gene
PRX	gene
PIAS4	gene
NUMBL	gene
EBI3	gene
CCDC94	gene
SHD	gene
TBCB	gene
FSD1	gene
POLR2I	gene
OVOL3	gene
CLIP3	gene
ZFR2	gene
SLC1A5	gene
PRKD2	gene
TJP3	gene
APLP1	gene
CACTIN	gene
CCDC9	gene
HNRNPUL1	gene
FZR1	gene
BBC3	gene
TGFB1	gene
DENND3	gene
ATP5SL	gene
CEACAM4	gene
PLIN3	gene
MYH14	gene
MRPL4	gene
SIGLEC8	gene
CD79A	gene
LIM2	gene
ICAM4	gene
RPS19	gene
GLTSCR2	gene
NKG7	gene
ICAM5	gene
ETFB	gene
CD33	gene
CEACAM5	gene
CRX	gene
BABAM1	gene
TYK2	gene
SULT2A1	gene
CDC37	gene
NAPA	gene
RABAC1	gene
ATP1A3	gene
MEIS3	gene
PTPRS	gene
CNFN	gene
ZNRF4	gene
MEGF8	gene
KDELR1	gene
CYTH2	gene
GRWD1	gene
GRIN2D	gene
SYNGR4	gene
CLEC11A	gene
CCDC114	gene
CARD8	gene
LIG1	gene
SIGLEC6	gene
ZNF175	gene
PLA2G4C	gene
SIGLEC5	gene
CABP5	gene
HAS1	gene
RAB3D	gene
DBP	gene
TMEM205	gene
CAPS	gene
PLPPR2	gene
FAM83E	gene
RASIP1	gene
THEG	gene
FGF21	gene
BCAT2	gene
MIER2	gene
PLEKHA4	gene
PPP2R1A	gene
TNPO2	gene
WDR83OS	gene
CACNG7	gene
GCDH	gene
LILRB5	gene
KLF1	gene
DNASE2	gene
MAST1	gene
LENG1	gene
PRPF31	gene
TFPT	gene
JAK3	gene
RPL18A	gene
SLC5A5	gene
KCNN1	gene
ARRDC2	gene
PIK3R2	gene
RAB3A	gene
PDE4C	gene
