gene name	test_pipeline	first_sample	second_sample	third_sample
NOP16	287.0	204.0	38.0	179.0
CC2D2A	0.0	0.0	0.0	0.0
RRM2B	0.0	0.0	0.0	4.0
ZNF800	19.0	8.0	18.0	8.0
TNFRSF17	0.0	0.0	0.0	0.0
SNX29	52.0	0.0	0.0	0.0
LMO3	0.0	0.0	0.0	0.0
MRPS10	75.0	73.0	7.0	131.0
GUCA1A	0.0	0.0	0.0	0.0
RSF1	63.0	46.0	5.0	0.0
VPS13D	0.0	17.0	0.0	0.0
CELF2	0.0	0.0	0.0	0.0
FAM120A	0.0	10.0	4.0	1.0
R3HDM1	0.0	24.0	1.0	0.0
COL9A2	0.0	5.0	1.0	0.0
KITLG	0.0	0.0	0.0	0.0
ERCC8	1.0	14.0	0.0	139.0
ADAMTS6	0.0	0.0	0.0	0.0
H6PD	50.0	20.0	0.0	110.0
VAMP3	117.0	156.0	1.0	234.0
PER3	0.0	0.0	0.0	0.0
UTS2	0.0	0.0	0.0	0.0
TNFRSF9	0.0	0.0	0.0	0.0
EPN3	0.0	0.0	0.0	0.0
LTBP1	0.0	0.0	0.0	0.0
RCN1	0.0	0.0	0.0	12.0
ELN	0.0	0.0	0.0	0.0
RFC2	160.0	177.0	32.0	515.0
ARID1B	4.0	34.0	0.0	21.0
CLPTM1L	50.0	39.0	8.0	128.0
NEDD4L	5.0	26.0	4.0	0.0
FOXP3	0.0	0.0	0.0	0.0
PPP1R3F	0.0	0.0	0.0	0.0
HEXB	169.0	248.0	5.0	150.0
PTCD2	0.0	53.0	3.0	93.0
KIAA2022	0.0	0.0	0.0	0.0
JKAMP	1.0	167.0	0.0	6.0
DKK3	0.0	0.0	0.0	0.0
ARHGEF5	0.0	0.0	0.0	0.0
NFE2L3	53.0	5.0	5.0	0.0
MCUR1	115.0	55.0	20.0	67.0
LIMA1	81.0	46.0	0.0	29.0
LETMD1	0.0	8.0	0.0	70.0
SLC4A8	0.0	0.0	0.0	0.0
LAMC3	1.0	0.0	0.0	0.0
PTGER3	0.0	0.0	0.0	0.0
TNIP3	0.0	0.0	0.0	0.0
MAPK9	0.0	53.0	1.0	8.0
COL23A1	0.0	0.0	0.0	0.0
BCAR1	49.0	123.0	0.0	112.0
FAM160A2	2.0	0.0	0.0	0.0
HERPUD1	118.0	33.0	4.0	571.0
HOMER3	32.0	0.0	9.0	7.0
RAD51	0.0	91.0	7.0	0.0
POLQ	0.0	2.0	1.0	0.0
PIK3CB	23.0	27.0	6.0	0.0
CYBA	709.0	508.0	166.0	942.0
THOC3	91.0	70.0	12.0	109.0
HEBP2	48.0	257.0	14.0	230.0
MPHOSPH9	0.0	14.0	0.0	0.0
PLEKHA5	0.0	53.0	5.0	36.0
PRSS8	0.0	0.0	0.0	0.0
SIKE1	34.0	56.0	0.0	78.0
RRP12	3.0	4.0	4.0	205.0
FNIP2	32.0	0.0	0.0	0.0
MSMO1	751.0	116.0	89.0	331.0
TTC17	0.0	36.0	2.0	4.0
ALX4	0.0	0.0	0.0	0.0
FSTL4	0.0	0.0	0.0	0.0
FOXN3	0.0	4.0	0.0	67.0
METTL24	0.0	0.0	0.0	0.0
AKR7A2	275.0	264.0	39.0	327.0
MRTO4	80.0	211.0	9.0	350.0
NNAT	0.0	0.0	0.0	0.0
USE1	56.0	0.0	18.0	87.0
MCF2L2	0.0	0.0	0.0	0.0
NRIP2	0.0	0.0	0.0	0.0
LAMA3	0.0	0.0	0.0	0.0
AP5M1	19.0	4.0	0.0	0.0
ANAPC4	32.0	9.0	8.0	80.0
KCNQ1	0.0	0.0	0.0	0.0
TRAPPC3	186.0	152.0	40.0	88.0
THRAP3	255.0	537.0	32.0	84.0
PHPT1	1090.0	505.0	168.0	1248.0
ENTPD2	0.0	0.0	0.0	0.0
LY75	4.0	0.0	0.0	4.0
ARID4B	78.0	222.0	1.0	118.0
OPN3	19.0	35.0	4.0	0.0
SDCCAG8	0.0	15.0	0.0	19.0
PTPRN	0.0	0.0	0.0	0.0
HHAT	0.0	0.0	0.0	0.0
KIF1B	0.0	42.0	19.0	40.0
FOXC1	0.0	0.0	0.0	0.0
TBC1D22A	51.0	86.0	2.0	4.0
SYNE2	0.0	10.0	0.0	0.0
PLEKHH1	0.0	0.0	5.0	0.0
ATP9A	1.0	8.0	2.0	1.0
SPO11	0.0	0.0	0.0	0.0
CBLN4	0.0	0.0	0.0	0.0
CHRDL2	1.0	0.0	0.0	0.0
FAM168A	0.0	2.0	0.0	12.0
RELT	0.0	8.0	0.0	0.0
GALC	0.0	0.0	6.0	0.0
NOP58	230.0	133.0	46.0	495.0
SZRD1	100.0	39.0	5.0	26.0
KCNH2	0.0	0.0	0.0	0.0
CUL1	14.0	76.0	18.0	44.0
FAM114A2	15.0	0.0	7.0	27.0
CYFIP2	0.0	0.0	0.0	0.0
TAB2	11.0	1.0	3.0	30.0
GINM1	57.0	22.0	5.0	63.0
EIF2AK2	3.0	15.0	0.0	0.0
USP36	0.0	24.0	5.0	0.0
KMT2C	2.0	86.0	8.0	2.0
MCOLN3	0.0	0.0	0.0	0.0
CCDC85A	0.0	0.0	0.0	0.0
PUM2	15.0	8.0	0.0	1.0
MRPL43	159.0	218.0	6.0	478.0
ITIH4	0.0	0.0	0.0	0.0
ITIH1	0.0	0.0	0.0	0.0
HPF1	53.0	29.0	4.0	66.0
ZFR	105.0	125.0	25.0	168.0
ZNF280C	6.0	0.0	0.0	0.0
NPFFR2	0.0	0.0	0.0	1.0
PHF21B	0.0	0.0	0.0	0.0
TRAF1	0.0	0.0	0.0	0.0
RC3H2	0.0	3.0	1.0	0.0
IL17RB	121.0	125.0	1.0	91.0
TRAF3IP2	0.0	0.0	0.0	0.0
GYG2	2.0	5.0	15.0	0.0
DCBLD2	95.0	3.0	4.0	0.0
SERPINB3	0.0	0.0	0.0	0.0
SOAT1	47.0	41.0	0.0	131.0
PKP2	0.0	10.0	0.0	0.0
MSH4	0.0	0.0	0.0	0.0
F7	31.0	18.0	0.0	252.0
GDI2	170.0	159.0	38.0	243.0
PRDM1	0.0	0.0	0.0	0.0
ATG5	89.0	81.0	5.0	32.0
TMCC3	0.0	1.0	0.0	0.0
PITHD1	24.0	35.0	17.0	100.0
MTA3	0.0	0.0	16.0	0.0
USP13	0.0	14.0	10.0	35.0
ATP11B	0.0	0.0	0.0	0.0
LAMC2	0.0	0.0	1.0	0.0
CDK14	0.0	7.0	3.0	0.0
SEC61A1	170.0	149.0	10.0	405.0
PPP1R12A	45.0	68.0	9.0	4.0
RASGRF1	0.0	0.0	0.0	0.0
CAMK2B	0.0	0.0	0.0	0.0
CROCC	0.0	0.0	0.0	0.0
POLR3E	85.0	38.0	11.0	127.0
ATP2B4	0.0	0.0	0.0	6.0
ZC3H11A	17.0	16.0	0.0	60.0
RIOK2	74.0	17.0	22.0	57.0
YIPF1	0.0	79.0	15.0	81.0
NDC1	0.0	2.0	0.0	0.0
DGKG	0.0	0.0	0.0	0.0
FLYWCH1	15.0	0.0	9.0	81.0
UNKL	0.0	45.0	0.0	0.0
TBXAS1	0.0	0.0	0.0	0.0
PARP12	0.0	0.0	1.0	0.0
ALDH18A1	62.0	85.0	17.0	151.0
TARBP1	0.0	24.0	2.0	0.0
GATB	76.0	1.0	16.0	172.0
MXD1	0.0	3.0	0.0	0.0
CDK17	0.0	0.0	0.0	1.0
DNAJC25	0.0	25.0	1.0	0.0
SLC2A3	0.0	0.0	0.0	8.0
PSD	0.0	0.0	0.0	8.0
CTDP1	0.0	0.0	0.0	0.0
YBX3	89.0	191.0	36.0	247.0
STYK1	0.0	0.0	0.0	0.0
WNK1	38.0	47.0	21.0	101.0
RPS17P5	0.0	0.0	0.0	0.0
CCAR1	81.0	58.0	33.0	3.0
OGFR	0.0	8.0	1.0	0.0
GNA15	0.0	0.0	0.0	0.0
CREB3L3	5.0	27.0	0.0	39.0
PIGV	0.0	5.0	0.0	97.0
PTPRU	0.0	0.0	0.0	0.0
SNRNP40	252.0	311.0	27.0	792.0
RIMBP2	0.0	0.0	0.0	0.0
COL11A1	0.0	0.0	0.0	0.0
QSER1	0.0	0.0	0.0	0.0
MPC1	124.0	189.0	24.0	209.0
ACAA1	405.0	292.0	18.0	595.0
BCAT1	183.0	68.0	18.0	118.0
HDAC7	31.0	0.0	0.0	0.0
LZTS1	0.0	0.0	0.0	0.0
PRDM6	0.0	0.0	0.0	0.0
WNT8A	0.0	0.0	0.0	0.0
SPAG4	0.0	0.0	0.0	95.0
NCKAP1	16.0	25.0	6.0	1.0
MRPS35	391.0	344.0	17.0	551.0
GUCY1B3	67.0	0.0	0.0	0.0
SFSWAP	0.0	62.0	2.0	127.0
TNK2	0.0	0.0	0.0	1.0
MON2	8.0	47.0	0.0	0.0
CDH3	0.0	0.0	0.0	1.0
ARSF	0.0	0.0	0.0	0.0
GPBP1	0.0	139.0	10.0	18.0
DGAT2	142.0	5.0	17.0	8.0
ZNF112	0.0	4.0	0.0	5.0
CS	142.0	87.0	16.0	87.0
LTK	0.0	0.0	0.0	0.0
MRPS24	7.0	59.0	8.0	48.0
ELMO2	53.0	10.0	12.0	80.0
WAPL	1.0	11.0	0.0	66.0
VMP1	76.0	229.0	15.0	493.0
APPBP2	68.0	23.0	0.0	0.0
POLD1	2.0	8.0	26.0	0.0
SEZ6	0.0	0.0	0.0	0.0
EIF4B	108.0	113.0	37.0	235.0
SLC6A16	1.0	0.0	0.0	12.0
GLTSCR1	1.0	0.0	0.0	0.0
SPHK2	38.0	1.0	0.0	36.0
RPL18	2376.0	2592.0	303.0	2308.0
CA11	0.0	0.0	0.0	0.0
ISOC2	162.0	297.0	60.0	143.0
U2AF2	0.0	13.0	0.0	22.0
EPN1	0.0	3.0	2.0	1.0
MED29	11.0	10.0	0.0	70.0
AHRR	0.0	0.0	0.0	0.0
GSC2	0.0	0.0	0.0	0.0
ZNF275	0.0	6.0	1.0	0.0
MTMR1	0.0	0.0	0.0	0.0
GPC1	0.0	0.0	0.0	0.0
ADCK1	48.0	0.0	0.0	8.0
HAGH	172.0	84.0	42.0	273.0
RNF4	7.0	21.0	19.0	10.0
CASP8	1.0	0.0	9.0	4.0
LIMCH1	0.0	0.0	0.0	0.0
ASUN	0.0	61.0	2.0	72.0
TM7SF3	99.0	81.0	2.0	172.0
DLX3	0.0	0.0	0.0	0.0
SPA17	0.0	9.0	0.0	0.0
TSPAN32	0.0	0.0	0.0	0.0
WISP2	0.0	0.0	0.0	0.0
DMRT3	0.0	0.0	0.0	0.0
ST3GAL6	28.0	58.0	5.0	41.0
ATP2C2	0.0	0.0	0.0	0.0
NGFR	0.0	0.0	0.0	0.0
CDON	0.0	0.0	0.0	80.0
TAF2	29.0	40.0	1.0	0.0
HIPK2	1.0	33.0	10.0	17.0
TNPO3	0.0	34.0	16.0	82.0
BORCS8-MEF2B	0.0	0.0	0.0	0.0
RFXANK	192.0	6.0	0.0	3.0
TMEM161A	49.0	40.0	33.0	137.0
LPAR2	0.0	7.0	4.0	0.0
CTSA	479.0	399.0	50.0	1049.0
SUGP2	1.0	90.0	2.0	13.0
SLC12A2	27.0	9.0	5.0	15.0
SNX24	0.0	7.0	0.0	0.0
EYA2	0.0	0.0	0.0	0.0
CNN2	187.0	377.0	28.0	387.0
ABCA7	0.0	0.0	0.0	0.0
SNCAIP	13.0	0.0	0.0	35.0
DDX20	28.0	11.0	1.0	0.0
BTBD1	0.0	1.0	0.0	0.0
FAR2	0.0	0.0	0.0	0.0
BCAS1	0.0	0.0	11.0	0.0
POU1F1	0.0	0.0	0.0	0.0
CHI3L2	0.0	0.0	0.0	0.0
SBNO2	0.0	0.0	1.0	0.0
PMS1	38.0	7.0	10.0	0.0
HMG20B	0.0	17.0	9.0	69.0
CALCRL	0.0	0.0	0.0	0.0
TAF11	25.0	44.0	21.0	0.0
ANKS1A	0.0	0.0	0.0	0.0
AP3D1	459.0	162.0	2.0	0.0
ZNF76	11.0	0.0	5.0	108.0
SLC9A3R2	31.0	17.0	0.0	0.0
NTHL1	33.0	168.0	5.0	70.0
UHRF1BP1	0.0	0.0	0.0	20.0
GNAI3	74.0	134.0	28.0	283.0
IPO5	34.0	11.0	2.0	32.0
OAT	82.0	193.0	4.0	386.0
WDR3	12.0	66.0	3.0	13.0
PKN2	0.0	0.0	2.0	43.0
WDR18	484.0	218.0	54.0	938.0
TRAM2	0.0	22.0	2.0	0.0
NTN1	0.0	14.0	0.0	0.0
GLP2R	0.0	0.0	0.0	0.0
MCM10	0.0	90.0	15.0	0.0
DGKA	0.0	2.0	0.0	0.0
ERBB3	0.0	54.0	5.0	38.0
ROPN1	0.0	0.0	0.0	0.0
ANKRD44	1.0	0.0	0.0	0.0
KARS	70.0	360.0	26.0	360.0
ADAT1	0.0	0.0	0.0	0.0
PDIA5	141.0	100.0	8.0	5.0
TBC1D22B	0.0	0.0	0.0	1.0
NDUFB4	419.0	391.0	125.0	536.0
SPEN	0.0	5.0	6.0	1.0
MYLK	0.0	15.0	1.0	176.0
ZC3H15	151.0	188.0	31.0	157.0
MAP2K4	76.0	8.0	0.0	30.0
TMEM206	0.0	40.0	2.0	104.0
SNAP91	0.0	0.0	0.0	0.0
SLK	0.0	18.0	2.0	3.0
CYB5R4	55.0	5.0	0.0	1.0
COL17A1	0.0	0.0	0.0	0.0
GSTO2	0.0	0.0	0.0	18.0
SEC61A2	32.0	1.0	0.0	0.0
PRKCQ	0.0	0.0	0.0	0.0
TLE2	0.0	0.0	0.0	0.0
ASB1	152.0	17.0	0.0	202.0
FAM107B	36.0	47.0	1.0	0.0
ME1	152.0	93.0	0.0	14.0
TBC1D1	0.0	5.0	2.0	71.0
CDK13	0.0	7.0	0.0	0.0
MTHFD2	138.0	41.0	19.0	0.0
SLC9A7	0.0	0.0	0.0	0.0
FOXJ2	0.0	0.0	0.0	0.0
YBX1	377.0	156.0	28.0	211.0
PDE4A	0.0	0.0	3.0	0.0
PPP2R5A	0.0	0.0	0.0	15.0
CTNNA2	0.0	0.0	0.0	0.0
ELAVL1	25.0	18.0	14.0	185.0
TIE1	0.0	0.0	0.0	0.0
DIP2B	5.0	10.0	0.0	0.0
SMARCD1	53.0	0.0	1.0	35.0
KDM4A	1.0	0.0	0.0	0.0
NFYC	146.0	13.0	4.0	148.0
ZMYND12	0.0	0.0	0.0	0.0
SLC9A3	0.0	0.0	0.0	0.0
NGEF	17.0	0.0	0.0	0.0
ASPM	2.0	71.0	6.0	0.0
CD84	0.0	0.0	0.0	0.0
ELOVL1	230.0	126.0	5.0	298.0
SPI1	0.0	0.0	0.0	0.0
ZNRD1	24.0	19.0	2.0	11.0
MPPED2	0.0	0.0	0.0	0.0
CLDN18	0.0	0.0	0.0	0.0
ZBTB11	20.0	3.0	0.0	8.0
ATXN3	54.0	75.0	3.0	1.0
GOLGA5	42.0	16.0	0.0	15.0
FGFR2	0.0	0.0	0.0	0.0
LRRC40	7.0	0.0	2.0	37.0
ISOC1	199.0	70.0	31.0	157.0
EML1	2.0	12.0	0.0	0.0
TRMT11	47.0	9.0	0.0	0.0
THUMPD1	51.0	32.0	4.0	48.0
MSANTD3	0.0	6.0	0.0	4.0
KIF26A	0.0	0.0	0.0	0.0
ATG2B	0.0	0.0	2.0	0.0
ARFGEF1	0.0	15.0	0.0	1.0
ACSM2B	36.0	16.0	0.0	118.0
ZFAT	0.0	13.0	0.0	0.0
MTFR1	0.0	0.0	0.0	2.0
STAG3	0.0	0.0	0.0	0.0
FECH	7.0	25.0	1.0	80.0
MYO9A	0.0	2.0	0.0	0.0
DDX3Y	0.0	0.0	0.0	0.0
PFKP	0.0	0.0	0.0	0.0
IDI1	1024.0	405.0	91.0	283.0
SP100	46.0	51.0	2.0	292.0
KLF6	358.0	206.0	1.0	0.0
PLPP1	11.0	43.0	0.0	0.0
NEO1	0.0	22.0	0.0	0.0
TRAM1	105.0	250.0	20.0	104.0
PHKA1	0.0	0.0	0.0	0.0
TNFRSF1A	96.0	40.0	5.0	38.0
CACNB1	0.0	0.0	1.0	0.0
EVI5	40.0	4.0	0.0	166.0
STOML1	1.0	0.0	0.0	0.0
PKM	254.0	248.0	40.0	429.0
DHX29	0.0	53.0	8.0	81.0
DNTTIP2	335.0	311.0	16.0	276.0
METTL22	66.0	28.0	0.0	6.0
TP53BP1	0.0	0.0	7.0	0.0
TRO	0.0	0.0	0.0	0.0
RRP15	135.0	155.0	9.0	101.0
RHOA	370.0	513.0	177.0	932.0
DHX8	6.0	16.0	5.0	45.0
PMS2P4	20.0	0.0	0.0	0.0
PRKCZ	0.0	0.0	0.0	5.0
ZFY	0.0	0.0	0.0	0.0
IARS2	21.0	7.0	5.0	56.0
SYT1	0.0	0.0	0.0	13.0
NAV3	0.0	0.0	0.0	0.0
IDH3G	12.0	116.0	0.0	312.0
ROGDI	0.0	2.0	0.0	44.0
PDZD4	0.0	0.0	0.0	0.0
ATP2B3	0.0	0.0	0.0	0.0
ROCK1	22.0	32.0	12.0	47.0
CBFB	0.0	32.0	3.0	18.0
PDK3	136.0	0.0	0.0	49.0
HYAL2	241.0	157.0	30.0	722.0
HDAC4	0.0	5.0	4.0	28.0
RASSF1	80.0	45.0	3.0	0.0
FGFR3	0.0	0.0	7.0	29.0
IFI35	0.0	0.0	0.0	0.0
HEATR6	0.0	0.0	2.0	0.0
COASY	142.0	93.0	5.0	92.0
PLEKHH3	0.0	0.0	0.0	0.0
MEF2A	6.0	5.0	10.0	3.0
OTUD5	40.0	52.0	0.0	97.0
TFE3	0.0	29.0	0.0	6.0
TBC1D25	0.0	20.0	0.0	144.0
ACSL4	255.0	105.0	8.0	24.0
INPP5A	6.0	4.0	0.0	0.0
GPKOW	66.0	138.0	11.0	211.0
GRIPAP1	1.0	33.0	2.0	30.0
FTSJ1	53.0	142.0	2.0	66.0
PRR11	0.0	37.0	0.0	24.0
REEP1	0.0	15.0	0.0	0.0
ATP11A	2.0	0.0	0.0	0.0
POLR1A	65.0	5.0	7.0	0.0
LAPTM4A	459.0	476.0	71.0	1123.0
TTC7A	0.0	0.0	4.0	0.0
IP6K2	75.0	110.0	35.0	338.0
STON1-GTF2A1L	0.0	0.0	0.0	0.0
SRBD1	0.0	16.0	0.0	0.0
KIF2A	59.0	28.0	11.0	0.0
RASGRP2	24.0	34.0	5.0	45.0
PSME4	0.0	11.0	4.0	50.0
IFT80	6.0	0.0	0.0	0.0
SIRT2	65.0	22.0	0.0	167.0
ERLEC1	22.0	44.0	14.0	36.0
PPP2R5B	12.0	0.0	0.0	1.0
PYGM	0.0	0.0	0.0	0.0
PAGE1	0.0	0.0	0.0	0.0
PITX1	30.0	0.0	4.0	50.0
TRPC7	0.0	0.0	0.0	0.0
MAST4	34.0	2.0	0.0	0.0
ADGRF5	0.0	0.0	0.0	0.0
SDK2	0.0	0.0	0.0	0.0
ADAM7	0.0	0.0	0.0	0.0
NUP133	20.0	7.0	0.0	1.0
NUCKS1	382.0	585.0	73.0	357.0
VPS35	281.0	104.0	27.0	151.0
DNAJA2	28.0	28.0	21.0	23.0
BCL3	4.0	1.0	0.0	23.0
KCNAB2	0.0	0.0	0.0	0.0
ABCC9	0.0	0.0	0.0	0.0
GAL	92.0	180.0	6.0	269.0
CLEC2D	0.0	1.0	1.0	1.0
FUNDC1	563.0	131.0	19.0	183.0
MAOB	379.0	137.0	23.0	16.0
RORA	0.0	1.0	0.0	0.0
DRD4	0.0	0.0	0.0	0.0
TGFBR3	27.0	0.0	11.0	6.0
KIAA1107	0.0	0.0	0.0	0.0
PLA2G10	0.0	0.0	0.0	0.0
HES2	0.0	0.0	0.0	0.0
ATP1B3	323.0	387.0	70.0	695.0
NEDD4	0.0	0.0	0.0	0.0
PIGB	0.0	25.0	0.0	0.0
MAPK6	34.0	24.0	5.0	97.0
GNB5	7.0	13.0	1.0	0.0
RAB27A	2.0	50.0	1.0	0.0
CECR5	75.0	118.0	15.0	295.0
UFD1L	365.0	408.0	29.0	700.0
LRP6	2.0	38.0	6.0	52.0
GUCY2C	0.0	1.0	0.0	0.0
SCT	0.0	0.0	0.0	0.0
PHRF1	0.0	13.0	0.0	0.0
IKBKAP	30.0	87.0	17.0	81.0
NUCB2	46.0	74.0	7.0	0.0
PFN2	44.0	53.0	8.0	117.0
PTPN3	88.0	3.0	0.0	0.0
SPTB	0.0	0.0	0.0	0.0
DAPP1	0.0	0.0	0.0	0.0
FGF10	0.0	0.0	0.0	0.0
SLC44A1	7.0	39.0	7.0	15.0
TMEM260	0.0	0.0	0.0	0.0
SMG6	0.0	0.0	0.0	0.0
EXOC5	0.0	20.0	0.0	0.0
CLTCL1	0.0	2.0	0.0	21.0
FGF22	0.0	0.0	0.0	0.0
FSTL3	0.0	26.0	10.0	0.0
DGCR2	3.0	53.0	7.0	92.0
RNF126	66.0	66.0	0.0	155.0
MNT	0.0	0.0	0.0	0.0
ZXDC	0.0	7.0	0.0	0.0
JMJD6	0.0	76.0	4.0	208.0
POLB	37.0	61.0	16.0	0.0
ST6GALNAC1	0.0	0.0	0.0	0.0
WIPI1	0.0	93.0	0.0	16.0
FRMPD1	0.0	0.0	0.0	0.0
GBA2	4.0	12.0	24.0	84.0
NDST1	9.0	16.0	4.0	9.0
ASNS	67.0	62.0	3.0	0.0
AP3M2	0.0	0.0	0.0	0.0
CNGB1	0.0	0.0	0.0	0.0
ST6GALNAC2	0.0	0.0	0.0	0.0
CHAT	0.0	0.0	0.0	0.0
PABPC1	73.0	293.0	66.0	270.0
TESK2	0.0	0.0	0.0	0.0
CFAP20	28.0	69.0	16.0	40.0
CSNK2A2	4.0	0.0	0.0	6.0
PTPN21	13.0	0.0	0.0	0.0
EIF2B3	17.0	95.0	29.0	315.0
CAMK2A	1.0	0.0	0.0	0.0
TCOF1	45.0	17.0	16.0	67.0
CDC42	507.0	475.0	89.0	498.0
OSBPL3	0.0	13.0	0.0	0.0
EPHA8	0.0	0.0	0.0	0.0
SLC12A3	0.0	0.0	0.0	0.0
RAD18	74.0	38.0	27.0	0.0
ATP2B1	118.0	218.0	37.0	208.0
TRPM5	0.0	0.0	0.0	0.0
NCK2	4.0	0.0	0.0	0.0
MAP4K4	112.0	30.0	12.0	0.0
MGAT4A	16.0	2.0	1.0	0.0
RPL31	1419.0	1056.0	162.0	2276.0
WDR1	107.0	112.0	29.0	74.0
SNX13	38.0	0.0	0.0	5.0
MS4A12	0.0	0.0	0.0	0.0
ARHGAP10	0.0	0.0	0.0	0.0
RPS6KA2	0.0	0.0	0.0	0.0
ING3	75.0	9.0	8.0	124.0
VASH1	0.0	0.0	0.0	0.0
LMCD1	48.0	0.0	0.0	0.0
WBSCR22	334.0	334.0	85.0	575.0
SEL1L	4.0	6.0	0.0	49.0
TRIP13	35.0	173.0	2.0	73.0
ATP6AP1	74.0	239.0	11.0	734.0
TCF3	0.0	14.0	6.0	1.0
TRIB2	0.0	0.0	0.0	0.0
DAZAP1	4.0	18.0	1.0	2.0
MBD3	4.0	6.0	1.0	0.0
PRLH	0.0	0.0	0.0	0.0
HLTF	26.0	90.0	12.0	12.0
FAM50A	1.0	160.0	32.0	37.0
FAM3A	12.0	4.0	0.0	17.0
CPSF1	3.0	2.0	14.0	0.0
MYO3B	0.0	0.0	0.0	0.0
CYBRD1	0.0	0.0	0.0	0.0
CDH19	0.0	0.0	0.0	0.0
PDCD2	249.0	138.0	14.0	369.0
SLC6A15	0.0	0.0	1.0	0.0
RDH11	316.0	110.0	13.0	108.0
PRKACA	3.0	1.0	3.0	0.0
ADGRL1	0.0	0.0	7.0	1.0
SPP2	0.0	0.0	0.0	0.0
ACTN1	333.0	252.0	15.0	468.0
ZFYVE26	0.0	0.0	0.0	0.0
RPS6KA6	0.0	0.0	0.0	0.0
EPN2	0.0	0.0	0.0	0.0
PTPN18	0.0	19.0	0.0	0.0
LIMS2	0.0	0.0	0.0	0.0
ASIC4	0.0	0.0	0.0	0.0
SPEG	0.0	0.0	0.0	0.0
LNX1	0.0	4.0	0.0	0.0
ALDH3A2	370.0	155.0	0.0	29.0
TFRC	23.0	56.0	5.0	227.0
SREBF1	0.0	13.0	0.0	41.0
TRPC5	0.0	0.0	0.0	0.0
AFF4	4.0	0.0	7.0	7.0
UBE2D1	69.0	125.0	11.0	34.0
MPP5	23.0	1.0	0.0	36.0
RHOBTB1	0.0	0.0	0.0	0.0
SMC1A	135.0	167.0	40.0	234.0
HSD17B10	1197.0	955.0	110.0	796.0
MARK2	0.0	0.0	0.0	2.0
HMMR	4.0	19.0	0.0	0.0
CHFR	0.0	5.0	8.0	16.0
TRHDE	0.0	0.0	0.0	0.0
P4HA2	29.0	67.0	17.0	143.0
FCGR2B	0.0	0.0	0.0	0.0
NFATC3	0.0	27.0	2.0	190.0
TRNT1	76.0	33.0	5.0	125.0
ACADVL	14.0	49.0	0.0	233.0
STK10	24.0	0.0	0.0	0.0
FBXW11	3.0	50.0	2.0	6.0
ACAP1	0.0	0.0	0.0	0.0
CRMP1	0.0	0.0	0.0	14.0
EVC	0.0	0.0	0.0	0.0
DERL2	30.0	138.0	26.0	98.0
SIDT1	0.0	0.0	0.0	0.0
NDE1	1.0	15.0	0.0	0.0
MRVI1	0.0	0.0	0.0	0.0
TMEM38A	0.0	0.0	0.0	0.0
AP1M1	17.0	144.0	39.0	277.0
PVR	22.0	17.0	1.0	92.0
XRCC1	0.0	0.0	5.0	4.0
SCARB1	75.0	114.0	23.0	68.0
CYP2W1	0.0	0.0	0.0	0.0
MCM2	112.0	34.0	46.0	120.0
MOV10L1	0.0	27.0	0.0	0.0
PANX2	0.0	0.0	0.0	40.0
SELENOO	24.0	42.0	8.0	67.0
TP63	0.0	0.0	0.0	1.0
ALPK1	0.0	0.0	0.0	0.0
LLGL2	30.0	87.0	10.0	126.0
PDE8A	1.0	32.0	2.0	48.0
CLCN4	10.0	0.0	0.0	0.0
NLE1	136.0	80.0	2.0	124.0
SDHA	113.0	498.0	37.0	574.0
SMARCE1	134.0	136.0	22.0	211.0
FNDC8	0.0	0.0	0.0	0.0
GSDMB	43.0	0.0	0.0	43.0
KDM5A	9.0	28.0	6.0	91.0
ADAM11	0.0	0.0	0.0	0.0
PPP2R3A	13.0	0.0	6.0	0.0
FERMT2	0.0	36.0	0.0	112.0
ABCB11	0.0	0.0	0.0	0.0
DHRS9	0.0	0.0	0.0	0.0
CD5L	0.0	0.0	0.0	0.0
PTGS2	0.0	0.0	0.0	0.0
IGF2BP2	29.0	15.0	8.0	21.0
MAP3K13	18.0	40.0	20.0	143.0
ST6GAL1	157.0	35.0	2.0	253.0
TBX21	0.0	0.0	0.0	0.0
VDAC1P1	0.0	0.0	0.0	0.0
FRY	0.0	3.0	1.0	0.0
PICALM	0.0	0.0	0.0	22.0
NSF	0.0	0.0	0.0	13.0
GLI2	0.0	0.0	0.0	0.0
CLASP1	0.0	0.0	0.0	0.0
MRPS34	243.0	432.0	47.0	189.0
NOTCH3	0.0	0.0	0.0	0.0
CLNS1A	83.0	192.0	17.0	200.0
PPP2R2C	0.0	0.0	0.0	0.0
TEAD2	0.0	1.0	1.0	0.0
EED	0.0	0.0	8.0	22.0
CDHR2	0.0	0.0	0.0	0.0
SNCB	0.0	0.0	0.0	0.0
TSG101	266.0	111.0	19.0	138.0
NCBP3	1.0	18.0	0.0	0.0
ATP2A3	0.0	0.0	0.0	0.0
CA12	0.0	15.0	0.0	0.0
MGLL	154.0	345.0	56.0	127.0
NTN4	6.0	0.0	0.0	0.0
BCS1L	23.0	119.0	15.0	59.0
NUAK1	0.0	17.0	0.0	39.0
DPP8	0.0	13.0	0.0	0.0
SLC24A1	0.0	0.0	0.0	0.0
ZNF532	0.0	10.0	0.0	0.0
SCARF1	0.0	0.0	0.0	0.0
LMAN1	133.0	331.0	31.0	507.0
HACD3	533.0	619.0	43.0	328.0
